name x1 y1 x2 y2 x3 y3 x4 y4 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727156001_03101_00002_nrca4_cal.fits 150.108441 2.179572 150.102972 2.162883 150.086227 2.168375 150.091696 2.185065 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727004001_02101_00002_nrcb4_cal.fits 149.940863 2.515842 149.933915 2.499481 149.917415 2.506389 149.924363 2.522750 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727022001_02101_00001_nrca1_cal.fits 150.266274 2.449286 150.259467 2.432931 150.242993 2.439757 150.249800 2.456112 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727156001_03101_00004_nrca4_cal.fits 150.111168 2.193174 150.105700 2.176484 150.088954 2.181976 150.094423 2.198666 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727004001_02101_00004_nrca4_cal.fits 149.939418 2.563471 149.932513 2.547322 149.916306 2.554252 149.923211 2.570401 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727040001_02101_00002_nrcb2_cal.fits 149.833224 2.329417 149.826061 2.313231 149.809776 2.320449 149.816939 2.336634 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727004001_02101_00003_nrcb4_cal.fits 149.946281 2.528452 149.939333 2.512091 149.922833 2.518999 149.929781 2.535360 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727040001_02101_00004_nrca2_cal.fits 149.846510 2.411990 149.839728 2.395874 149.823554 2.402691 149.830335 2.418807 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727056001_02101_00001_nrcb3_cal.fits 150.094875 2.255733 150.088113 2.239547 150.071864 2.246313 150.078626 2.262499 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727056001_02101_00001_nrcb2_cal.fits 150.104995 2.230739 150.097832 2.214553 150.081549 2.221771 150.088711 2.237956 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727062001_02101_00001_nrcb3_cal.fits 150.197354 2.218463 150.190591 2.202277 150.174343 2.209043 150.181105 2.225229 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727017001_02101_00001_nrca1_cal.fits 150.230968 2.564717 150.224160 2.548362 150.207685 2.555188 150.214492 2.571543 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727061001_02101_00004_nrcb3_cal.fits 150.235775 2.321661 150.229012 2.305475 150.212763 2.312242 150.219525 2.328428 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727004001_02101_00003_nrcb3_cal.fits 149.928665 2.535773 149.921901 2.519587 149.905649 2.526354 149.912412 2.542540 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727004001_02101_00002_nrcb1_cal.fits 149.915879 2.505650 149.908911 2.489632 149.892819 2.496594 149.899788 2.512612 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727050001_02101_00003_nrca2_cal.fits 150.018829 2.349173 150.012048 2.333057 149.995874 2.339874 150.002655 2.355990 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727038001_02101_00004_nrcb4_cal.fits 150.525498 2.317968 150.518551 2.301607 150.502054 2.308515 150.509001 2.324876 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727156001_03101_00002_nrca1_cal.fits 150.132261 2.191921 150.126907 2.175035 150.109903 2.180401 150.115256 2.197287 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727036001_02101_00003_nrcb2_cal.fits 150.485354 2.312015 150.478191 2.295830 150.461907 2.303047 150.469070 2.319233 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727025001_02101_00003_nrcb3_cal.fits 150.337463 2.489711 150.330699 2.473525 150.314447 2.480291 150.321211 2.496478 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727011001_02101_00003_nrcb2_cal.fits 150.108434 2.551676 150.101269 2.535491 150.084982 2.542708 150.092146 2.558893 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727053001_02101_00004_nrcb4_cal.fits 150.116747 2.364032 150.109799 2.347670 150.093301 2.354579 150.100248 2.370940 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727056001_02101_00003_nrca2_cal.fits 150.121307 2.311907 150.114526 2.295791 150.098353 2.302608 150.105134 2.318724 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727059001_02101_00004_nrcb3_cal.fits 150.201611 2.334084 150.194848 2.317897 150.178598 2.324664 150.185361 2.340850 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727040001_02101_00003_nrca1_cal.fits 149.865597 2.404244 149.858790 2.387888 149.842316 2.394715 149.849123 2.411070 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727004001_02101_00004_nrca3_cal.fits 149.956936 2.555984 149.949944 2.539618 149.933501 2.546715 149.940493 2.563081 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f115w/jw01727050001_02101_00004_nrcb3_cal.fits 149.997814 2.305608 149.991052 2.289422 149.974802 2.296189 149.981565 2.312375 
