name x1 y1 x2 y2 x3 y3 x4 y4 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727057001_04101_00003_nrcb4_cal.fits 150.186573 2.338482 150.179626 2.322121 150.163128 2.329029 150.170075 2.345391 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727156001_05101_00002_nrca3_cal.fits 150.126539 2.173640 150.121004 2.156727 150.104009 2.162365 150.109544 2.179278 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727004001_04101_00004_nrca1_cal.fits 149.964230 2.573700 149.957422 2.557345 149.940947 2.564171 149.947755 2.580526 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727156001_05101_00002_nrcb4_cal.fits 150.116761 2.145852 150.111268 2.128948 150.094233 2.134393 150.099725 2.151297 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727018001_04101_00001_nrca2_cal.fits 150.180371 2.481175 150.173589 2.465060 150.157414 2.471877 150.164196 2.487992 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727004001_04101_00002_nrcb2_cal.fits 149.933367 2.498170 149.926204 2.481985 149.909917 2.489202 149.917081 2.505387 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727016001_04101_00003_nrca3_cal.fits 150.163434 2.480747 150.156442 2.464380 150.140001 2.471477 150.146992 2.487844 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727016001_04101_00004_nrcb1_cal.fits 150.124770 2.444427 150.117802 2.428408 150.101711 2.435370 150.108679 2.451388 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727156001_05101_00002_nrcb2_cal.fits 150.110838 2.127594 150.105115 2.110846 150.088265 2.116618 150.093988 2.133366 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727004001_04101_00004_nrca3_cal.fits 149.956935 2.555985 149.949943 2.539619 149.933500 2.546716 149.940492 2.563082 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727017001_04101_00002_nrcb1_cal.fits 150.188035 2.509278 150.181067 2.493260 150.164975 2.500221 150.171943 2.516240 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727017001_04101_00003_nrca3_cal.fits 150.230604 2.558910 150.223613 2.542544 150.207170 2.549641 150.214162 2.566007 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727016001_04101_00003_nrcb3_cal.fits 150.133651 2.461238 150.126887 2.445052 150.110636 2.451818 150.117400 2.468004 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727156001_05101_00001_nrca2_cal.fits 150.112573 2.197977 150.107223 2.181332 150.090518 2.186714 150.095867 2.203359 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727020001_04101_00001_nrca2_cal.fits 150.214535 2.468753 150.207753 2.452637 150.191578 2.459454 150.198360 2.475569 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727016001_04101_00003_nrca2_cal.fits 150.153154 2.505505 150.146372 2.489389 150.130197 2.496206 150.136979 2.512322 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727067001_04101_00001_nrcb3_cal.fits 150.332821 2.271782 150.326058 2.255596 150.309809 2.262362 150.316571 2.278549 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727156001_05101_00004_nrca2_cal.fits 150.116869 2.211010 150.111520 2.194365 150.094814 2.199747 150.100163 2.216393 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727017001_04101_00001_nrca2_cal.fits 150.213392 2.571761 150.206610 2.555646 150.190433 2.562462 150.197215 2.578578 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f150w/jw01727004001_04101_00002_nrcb4_cal.fits 149.940862 2.515843 149.933914 2.499482 149.917414 2.506390 149.924362 2.522751 
