name x1 y1 x2 y2 x3 y3 x4 y4 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727018001_04101_00002_nrcblong_cal.fits 150.179259 2.428320 150.165172 2.395446 150.132094 2.409542 150.146181 2.442416 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727056001_04101_00004_nrcalong_cal.fits 150.136725 2.305069 150.122804 2.272186 150.089757 2.286215 150.103677 2.319099 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727156001_05101_00003_nrcblong_cal.fits 150.120372 2.158259 150.109208 2.124283 150.075032 2.135445 150.086196 2.169421 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727075001_04101_00001_nrcalong_cal.fits 150.505879 2.258818 150.491959 2.225935 150.458913 2.239963 150.472832 2.272847 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727067001_04101_00001_nrcblong_cal.fits 150.349696 2.263897 150.335610 2.231023 150.302536 2.245118 150.316621 2.277993 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727060001_04101_00004_nrcalong_cal.fits 150.205037 2.280225 150.191117 2.247341 150.158071 2.261370 150.171990 2.294254 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727004001_04101_00001_nrcblong_cal.fits 149.938610 2.515981 149.924522 2.483107 149.891442 2.497203 149.905530 2.530077 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727063001_04101_00001_nrcblong_cal.fits 150.281382 2.288744 150.267297 2.255870 150.234222 2.269966 150.248307 2.302840 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727016001_04101_00003_nrcblong_cal.fits 150.150528 2.453352 150.136441 2.420478 150.103362 2.434574 150.117449 2.467448 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727004001_04101_00002_nrcalong_cal.fits 149.959685 2.559891 149.945762 2.527008 149.912709 2.541036 149.926631 2.573920 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727016001_04101_00003_nrcalong_cal.fits 150.170088 2.497964 150.156166 2.465081 150.123114 2.479110 150.137036 2.511993 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727004001_04101_00001_nrcalong_cal.fits 149.958171 2.560593 149.944248 2.527710 149.911195 2.541739 149.925117 2.574622 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727016001_04101_00004_nrcalong_cal.fits 150.168574 2.498667 150.154652 2.465783 150.121601 2.479812 150.135522 2.512696 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727155001_02101_00001_nrcalong_cal.fits 149.925648 2.265993 149.914058 2.232219 149.880112 2.243910 149.891701 2.277684 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727017001_04101_00002_nrcblong_cal.fits 150.212280 2.518906 150.198192 2.486032 150.165112 2.500128 150.179200 2.533002 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727017001_04101_00001_nrcblong_cal.fits 150.210766 2.519608 150.196678 2.486734 150.163598 2.500830 150.177685 2.533704 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727050001_04101_00001_nrcalong_cal.fits 150.028829 2.329726 150.014909 2.296843 149.981861 2.310871 149.995781 2.343755 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727050001_04101_00004_nrcalong_cal.fits 150.034247 2.342336 150.020327 2.309452 149.987279 2.323481 150.001198 2.356365 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727042001_04101_00004_nrcblong_cal.fits 149.878047 2.347415 149.863961 2.314541 149.830885 2.328637 149.844971 2.361511 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727017001_04101_00004_nrcblong_cal.fits 150.216184 2.532218 150.202096 2.499344 150.169016 2.513440 150.183103 2.546314 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727156001_05101_00002_nrcblong_cal.fits 150.116076 2.145226 150.104911 2.111250 150.070736 2.122412 150.081899 2.156388 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727016001_04101_00002_nrcalong_cal.fits 150.164670 2.485355 150.150748 2.452471 150.117697 2.466500 150.131618 2.499384 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727016001_04101_00004_nrcblong_cal.fits 150.149014 2.454054 150.134927 2.421181 150.101848 2.435277 150.115936 2.468151 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727050001_04101_00002_nrcblong_cal.fits 150.010786 2.284411 149.996700 2.251537 149.963626 2.265633 149.977711 2.298507 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727156001_05101_00003_nrcalong_cal.fits 150.135962 2.204405 150.124964 2.170434 150.090821 2.181531 150.101818 2.215503 
/automnt/n23data2/mfranco/jwst/COSMOS-Web_jan_2024/products/pipeline_level2/f444w/jw01727055001_04101_00003_nrcalong_cal.fits 150.171245 2.394953 150.157324 2.362070 150.124275 2.376099 150.138196 2.408983 
